,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
gimA family macrolide glycosyltransferase,0,0,0,0,0,0,0,0,0,3.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECV beta-lactamase,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rm3 family beta-lactamase,0,0,0,0,0,0,0,0,0,0,0.000307898,0,0,0,0.000184594,0,0,0,0,0,0,0,0,0,8.01E-05,8.25E-06,0,0,0,0,0,0,0.000400445,0,4.05E-05,0,1.19E-05,0,0,0,0,0,0,0.000934579,0,0,0,2.86E-05,0,0,0,0,0,5.89E-06,0,0,0,0,0,0,0.000765697,0,0,0,3.81E-05,0,0,0,0,0,2.08E-05,0,0,3.89E-05,0,0,0,1.70E-05,0.000165487,9.98E-06,0.000681663,0,0,9.95E-05,7.18E-05,0,0,0,0,0,1.43E-05,0,0,0,0,0,0,0,0,0,0.000751315,0,0,0,0.003652968,0,0,0,0,0,0,0,0.000257533,0,0,0,0,0,0,0,0,0,0,1.94E-05,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,5.03E-05,0,0,1.45E-05,1.50E-05,7.30E-05,0,0,0
BES Beta-lactamase,0,0,0,0,0,0,0,0,0,0,0.000102633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,3.05E-05,0,0,0,0,0,0,2.23E-05,0.000233645,2.15E-05,0,0,0,0,0,0,2.04E-05,0,1.68E-06,0,1.64E-05,0,0,0,0.000651183,0,0,0,0,0,0,0,2.16E-05,5.23E-05,0,0,0,7.06E-05,0,0,0,0,0.000102117,0.000128712,3.99E-06,0,0,0,7.46E-05,0,0,0,0,0,1.86E-05,0,0,0,0,0.000266271,0,0,0,0,4.30E-05,0,0,0,7.22E-05,0,0,0,2.04E-05,0,0,0.000277681,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0.000162734,0,0,0,0,0,1.91E-05,0,0,0,0,3.35E-05,1.76E-05,0,0,0.000390525,2.74E-05,1.68E-05,0,0
CKO beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0.00021732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
EFM beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0.00010866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58E-06,0,0,0,0,0,0,0,0,4.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54E-05,0,0,0,0,3.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42E-06,0,0,0,0,0,0,0,0,0.000206996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0.000282348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-06,0,0,0
CGA beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0.000616032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-06,0,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0.000247079,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257533,0,0,0,0,0,0,0,0,0,0,0,0,0.000109821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150202,1.83E-05,0,0,0
OCH beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,2.57E-05,0,0,0,0,0,0,0,0,3.86E-05,0,0,0.00011217,0,0,0,0,0,0,0,0,0,4.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,0,0,2.39E-05,0,0,0,0.005344021,1.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-05,0,0,0,1.91E-05,0,0,0,0,0,0,1.26E-05,0,0,0,0,0,0
ARL Beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0.000102672,0,0,0,0,0,0,0,0,0,0,0,0.000160244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68E-05,0,0,0,0,0,0,0,0,0,0,0,2.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,5.03E-05,0,0,0,0,0,0,0,0
IND beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0.000102672,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,2.47E-05,0,0,0,0,0,0,0.00160178,0,4.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-05,0,0,0,0,0,1.84E-05,0,0,0,0,0,9.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPC beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000510465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-05,0,0,0,0,0,0,0
MIR beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,0.000166134,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-05,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0.000165487,0,0,7.70E-05,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-05,0,0,0
ANA beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-05,0,8.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-05,0,0,0,0,0,0,0,0,0,7.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glycopeptide resistance gene cluster;vanV,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAP beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADC beta-lactamases pending classification for carbapenemase activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-06,0,0,0
PAU beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000510465,0,0,0,0,0,0,0,3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMP beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03E-06,0,0,8.59E-06,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-05,0,0,0
class A Bacillus cereus Bc beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81E-05,0,0,0,0,0,0,0,0,0,4.34E-05,0,0,0,0,0
macrolide esterase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30E-05,0,0,0,0,8.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110325,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71E-06,0,0.000109821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233645,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-05,0,0,0
YRC Beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0
CBP beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRG beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-06,0,0,0
PNGM beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUS beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R39 beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,8.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
class C LRA beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-05,0,0,6.45E-05,0,0,0,0,0,0,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98E-06,0,0,0,2.49E-05,0,0,0,0,0,0,0.000471395,0,3.10E-05,0.000289174,0,0,2.46E-05,0,0,0,0,0,0,0,0,0.000188005,0,0,0,0,0.000242971,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81E-05,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0
16S rRNA methyltransferase (A1408),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRD33 beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0
EC beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viomycin phosphotransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-05,0,0,0,0,3.53E-05,0,0,0,0,0,9.19E-05,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPG beta-lactamase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-06,0,8.59E-06,0,0,0,4.21E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23E-06,2.49E-05,0,0,0,0,0,0,0,0,0,0,3.80E-05,0,0,0,0,0,0,0,8.42E-06,0,0,0,0,0,0,0,0,0,0,7.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136221,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0
